event_id,customer_id,event_date,event_type,plan_before,plan_after,mrr_before,mrr_after
EVT-000673,CUST-00343,2023-10-01,cancel,Pro,Cancelled,15,0
EVT-000897,CUST-00458,2023-10-01,upgrade,Free,Pro,0,15
EVT-001681,CUST-00868,2023-10-01,cancel,Pro,Cancelled,15,0
EVT-002174,CUST-01136,2023-10-01,signup,,Free,0,0
EVT-002193,CUST-01145,2023-10-01,signup,,Pro,0,15
EVT-002351,CUST-01231,2023-10-01,signup,,Pro,0,15
EVT-002396,CUST-01255,2023-10-01,signup,,Pro,0,15
EVT-002442,CUST-01280,2023-10-01,signup,,Free,0,0
EVT-002448,CUST-01283,2023-10-01,signup,,Free,0,0
EVT-000315,CUST-00158,2023-10-02,cancel,Business,Cancelled,49,0
EVT-001496,CUST-00769,2023-10-02,cancel,Pro,Cancelled,15,0
EVT-001587,CUST-00816,2023-10-02,cancel,Free,Cancelled,0,0
EVT-001807,CUST-00933,2023-10-02,cancel,Pro,Cancelled,15,0
EVT-002073,CUST-01079,2023-10-02,cancel,Free,Cancelled,0,0
EVT-002161,CUST-01129,2023-10-02,signup,,Free,0,0
EVT-002211,CUST-01155,2023-10-02,signup,,Free,0,0
EVT-000667,CUST-00340,2023-10-03,cancel,Free,Cancelled,0,0
EVT-001244,CUST-00638,2023-10-03,cancel,Pro,Cancelled,15,0
EVT-002149,CUST-01123,2023-10-03,signup,,Free,0,0
EVT-002195,CUST-01146,2023-10-03,signup,,Free,0,0
EVT-002267,CUST-01183,2023-10-03,signup,,Pro,0,15
EVT-002467,CUST-01295,2023-10-03,signup,,Free,0,0
EVT-002477,CUST-01300,2023-10-03,signup,,Pro,0,15
EVT-001554,CUST-00799,2023-10-04,cancel,Pro,Cancelled,15,0
EVT-001770,CUST-00915,2023-10-04,cancel,Free,Cancelled,0,0
EVT-002038,CUST-01062,2023-10-04,downgrade,Pro,Free,15,0
EVT-002236,CUST-01167,2023-10-04,signup,,Free,0,0
EVT-002245,CUST-01172,2023-10-04,signup,,Pro,0,15
EVT-002252,CUST-01176,2023-10-04,signup,,Pro,0,15
EVT-002279,CUST-01190,2023-10-04,signup,,Pro,0,15
EVT-002280,CUST-01191,2023-10-04,signup,,Pro,0,15
EVT-002369,CUST-01242,2023-10-04,signup,,Free,0,0
EVT-002403,CUST-01259,2023-10-04,signup,,Pro,0,15
EVT-002429,CUST-01275,2023-10-04,signup,,Business,0,49
EVT-002434,CUST-01277,2023-10-04,signup,,Free,0,0
EVT-002451,CUST-01285,2023-10-04,signup,,Pro,0,15
EVT-002466,CUST-01294,2023-10-04,signup,,Free,0,0
EVT-002478,CUST-01301,2023-10-04,signup,,Free,0,0
EVT-002506,CUST-01316,2023-10-04,signup,,Free,0,0
EVT-000437,CUST-00219,2023-10-05,downgrade,Pro,Free,15,0
EVT-000917,CUST-00468,2023-10-05,cancel,Pro,Cancelled,15,0
EVT-002008,CUST-01046,2023-10-05,cancel,Free,Cancelled,0,0
EVT-002227,CUST-01163,2023-10-05,signup,,Pro,0,15
EVT-002263,CUST-01181,2023-10-05,signup,,Enterprise,0,199
EVT-002306,CUST-01208,2023-10-05,signup,,Pro,0,15
EVT-002334,CUST-01222,2023-10-05,signup,,Enterprise,0,199
EVT-002361,CUST-01237,2023-10-05,signup,,Free,0,0
EVT-002368,CUST-01241,2023-10-05,signup,,Enterprise,0,199
EVT-002439,CUST-01279,2023-10-05,signup,,Pro,0,15
EVT-002456,CUST-01288,2023-10-05,signup,,Free,0,0
EVT-002458,CUST-01289,2023-10-05,signup,,Free,0,0
EVT-000778,CUST-00396,2023-10-06,cancel,Free,Cancelled,0,0
EVT-001527,CUST-00785,2023-10-06,cancel,Pro,Cancelled,15,0
EVT-001670,CUST-00862,2023-10-06,upgrade,Pro,Business,15,49
EVT-001741,CUST-00899,2023-10-06,cancel,Free,Cancelled,0,0
EVT-002155,CUST-01126,2023-10-06,signup,,Business,0,49
EVT-002207,CUST-01153,2023-10-06,signup,,Free,0,0
EVT-002243,CUST-01171,2023-10-06,signup,,Free,0,0
EVT-002332,CUST-01221,2023-10-06,signup,,Free,0,0
EVT-002340,CUST-01225,2023-10-06,signup,,Free,0,0
EVT-002410,CUST-01265,2023-10-06,signup,,Free,0,0
EVT-002424,CUST-01272,2023-10-06,signup,,Free,0,0
EVT-002471,CUST-01297,2023-10-06,signup,,Free,0,0
EVT-000951,CUST-00485,2023-10-07,cancel,Pro,Cancelled,15,0
EVT-001012,CUST-00516,2023-10-07,upgrade,Free,Pro,0,15
EVT-001024,CUST-00522,2023-10-07,upgrade,Free,Pro,0,15
EVT-001136,CUST-00580,2023-10-07,cancel,Pro,Cancelled,15,0
EVT-001774,CUST-00917,2023-10-07,cancel,Pro,Cancelled,15,0
EVT-002136,CUST-01115,2023-10-07,upgrade,Free,Pro,0,15
EVT-002141,CUST-01118,2023-10-07,signup,,Enterprise,0,199
EVT-002167,CUST-01132,2023-10-07,signup,,Business,0,49
EVT-002256,CUST-01178,2023-10-07,signup,,Pro,0,15
EVT-002300,CUST-01205,2023-10-07,signup,,Free,0,0
EVT-002303,CUST-01206,2023-10-07,signup,,Business,0,49
EVT-002308,CUST-01209,2023-10-07,signup,,Pro,0,15
EVT-002380,CUST-01246,2023-10-07,signup,,Pro,0,15
EVT-002414,CUST-01267,2023-10-07,signup,,Free,0,0
EVT-002485,CUST-01305,2023-10-07,signup,,Free,0,0
EVT-002512,CUST-01320,2023-10-07,signup,,Pro,0,15
EVT-000096,CUST-00051,2023-10-08,cancel,Free,Cancelled,0,0
EVT-000423,CUST-00213,2023-10-08,cancel,Pro,Cancelled,15,0
EVT-000545,CUST-00277,2023-10-08,cancel,Free,Cancelled,0,0
EVT-001020,CUST-00520,2023-10-08,downgrade,Pro,Free,15,0
EVT-001251,CUST-00642,2023-10-08,upgrade,Free,Pro,0,15
EVT-001315,CUST-00676,2023-10-08,cancel,Pro,Cancelled,15,0
EVT-001372,CUST-00704,2023-10-08,upgrade,Free,Pro,0,15
EVT-001502,CUST-00771,2023-10-08,cancel,Free,Cancelled,0,0
EVT-001723,CUST-00889,2023-10-08,cancel,Pro,Cancelled,15,0
EVT-002163,CUST-01130,2023-10-08,signup,,Free,0,0
EVT-002197,CUST-01147,2023-10-08,signup,,Pro,0,15
EVT-002249,CUST-01174,2023-10-08,signup,,Pro,0,15
EVT-002250,CUST-01175,2023-10-08,signup,,Pro,0,15
EVT-002275,CUST-01188,2023-10-08,signup,,Pro,0,15
EVT-002285,CUST-01195,2023-10-08,signup,,Pro,0,15
EVT-002342,CUST-01226,2023-10-08,signup,,Pro,0,15
EVT-002479,CUST-01302,2023-10-08,signup,,Free,0,0
EVT-002519,CUST-01324,2023-10-08,signup,,Free,0,0
EVT-001992,CUST-01038,2023-10-09,cancel,Pro,Cancelled,15,0
EVT-002166,CUST-01131,2023-10-09,signup,,Enterprise,0,199
EVT-002309,CUST-01210,2023-10-09,signup,,Free,0,0
EVT-002319,CUST-01215,2023-10-09,signup,,Business,0,49
EVT-002321,CUST-01216,2023-10-09,signup,,Free,0,0
EVT-002350,CUST-01230,2023-10-09,signup,,Pro,0,15
EVT-002357,CUST-01235,2023-10-09,signup,,Free,0,0
EVT-002418,CUST-01269,2023-10-09,signup,,Free,0,0
EVT-002426,CUST-01273,2023-10-09,signup,,Free,0,0
EVT-002427,CUST-01274,2023-10-09,signup,,Pro,0,15
EVT-002508,CUST-01317,2023-10-09,signup,,Pro,0,15
EVT-001518,CUST-00780,2023-10-10,cancel,Free,Cancelled,0,0
EVT-001695,CUST-00875,2023-10-10,cancel,Pro,Cancelled,15,0
EVT-001913,CUST-00993,2023-10-10,upgrade,Free,Pro,0,15
EVT-001968,CUST-01025,2023-10-10,upgrade,Free,Pro,0,15
EVT-002095,CUST-01090,2023-10-10,cancel,Free,Cancelled,0,0
EVT-002151,CUST-01124,2023-10-10,signup,,Free,0,0
EVT-002265,CUST-01182,2023-10-10,signup,,Pro,0,15
EVT-002286,CUST-01196,2023-10-10,signup,,Business,0,49
EVT-002304,CUST-01207,2023-10-10,signup,,Pro,0,15
EVT-002381,CUST-01247,2023-10-10,signup,,Pro,0,15
EVT-002391,CUST-01252,2023-10-10,signup,,Pro,0,15
EVT-002492,CUST-01309,2023-10-10,signup,,Free,0,0
EVT-002515,CUST-01322,2023-10-10,signup,,Pro,0,15
EVT-002521,CUST-01325,2023-10-10,signup,,Free,0,0
EVT-000656,CUST-00335,2023-10-11,upgrade,Free,Pro,0,15
EVT-001365,CUST-00700,2023-10-11,cancel,Free,Cancelled,0,0
EVT-002143,CUST-01119,2023-10-11,signup,,Pro,0,15
EVT-002147,CUST-01122,2023-10-11,signup,,Free,0,0
EVT-002240,CUST-01169,2023-10-11,signup,,Free,0,0
EVT-002338,CUST-01224,2023-10-11,signup,,Pro,0,15
EVT-002464,CUST-01293,2023-10-11,signup,,Free,0,0
EVT-002523,CUST-01326,2023-10-11,signup,,Pro,0,15
EVT-002525,CUST-01327,2023-10-11,signup,,Free,0,0
EVT-001515,CUST-00778,2023-10-12,cancel,Free,Cancelled,0,0
EVT-001799,CUST-00929,2023-10-12,cancel,Free,Cancelled,0,0
EVT-002216,CUST-01157,2023-10-12,signup,,Pro,0,15
EVT-002219,CUST-01159,2023-10-12,signup,,Pro,0,15
EVT-002238,CUST-01168,2023-10-12,signup,,Free,0,0
EVT-002254,CUST-01177,2023-10-12,signup,,Free,0,0
EVT-002271,CUST-01185,2023-10-12,signup,,Enterprise,0,199
EVT-002284,CUST-01194,2023-10-12,signup,,Pro,0,15
EVT-002363,CUST-01238,2023-10-12,signup,,Business,0,49
EVT-002387,CUST-01250,2023-10-12,signup,,Free,0,0
EVT-002389,CUST-01251,2023-10-12,signup,,Business,0,49
EVT-002408,CUST-01263,2023-10-12,signup,,Pro,0,15
EVT-002469,CUST-01296,2023-10-12,signup,,Free,0,0
EVT-002489,CUST-01307,2023-10-12,signup,,Pro,0,15
EVT-002144,CUST-01120,2023-10-13,signup,,Pro,0,15
EVT-002247,CUST-01173,2023-10-13,signup,,Free,0,0
EVT-002272,CUST-01186,2023-10-13,signup,,Free,0,0
EVT-002314,CUST-01213,2023-10-13,signup,,Pro,0,15
EVT-002329,CUST-01220,2023-10-13,signup,,Free,0,0
EVT-002377,CUST-01245,2023-10-13,signup,,Free,0,0
EVT-002398,CUST-01256,2023-10-13,signup,,Pro,0,15
EVT-002461,CUST-01291,2023-10-13,signup,,Free,0,0
EVT-002510,CUST-01318,2023-10-13,signup,,Pro,0,15
EVT-001280,CUST-00657,2023-10-14,cancel,Free,Cancelled,0,0
EVT-002157,CUST-01127,2023-10-14,signup,,Free,0,0
EVT-002184,CUST-01141,2023-10-14,signup,,Free,0,0
EVT-002186,CUST-01142,2023-10-14,signup,,Free,0,0
EVT-002203,CUST-01151,2023-10-14,signup,,Free,0,0
EVT-002221,CUST-01160,2023-10-14,signup,,Free,0,0
EVT-002375,CUST-01244,2023-10-14,signup,,Free,0,0
EVT-002399,CUST-01257,2023-10-14,signup,,Free,0,0
EVT-002412,CUST-01266,2023-10-14,signup,,Pro,0,15
EVT-002420,CUST-01270,2023-10-14,signup,,Pro,0,15
EVT-002481,CUST-01303,2023-10-14,signup,,Free,0,0
EVT-001558,CUST-00801,2023-10-15,cancel,Pro,Cancelled,15,0
EVT-002159,CUST-01128,2023-10-15,signup,,Free,0,0
EVT-002178,CUST-01138,2023-10-15,signup,,Free,0,0
EVT-002259,CUST-01179,2023-10-15,signup,,Pro,0,15
EVT-002353,CUST-01232,2023-10-15,signup,,Pro,0,15
EVT-002366,CUST-01240,2023-10-15,signup,,Free,0,0
EVT-002407,CUST-01262,2023-10-15,signup,,Free,0,0
EVT-002513,CUST-01321,2023-10-15,signup,,Free,0,0
EVT-000166,CUST-00086,2023-10-16,upgrade,Pro,Business,15,49
EVT-001035,CUST-00528,2023-10-16,cancel,Free,Cancelled,0,0
EVT-001573,CUST-00808,2023-10-16,upgrade,Free,Pro,0,15
EVT-001766,CUST-00913,2023-10-16,cancel,Free,Cancelled,0,0
EVT-002384,CUST-01248,2023-10-16,signup,,Enterprise,0,199
EVT-002416,CUST-01268,2023-10-16,signup,,Pro,0,15
EVT-002450,CUST-01284,2023-10-16,signup,,Enterprise,0,199
EVT-002490,CUST-01308,2023-10-16,signup,,Free,0,0
EVT-002500,CUST-01313,2023-10-16,signup,,Pro,0,15
EVT-001159,CUST-00593,2023-10-17,cancel,Free,Cancelled,0,0
EVT-001185,CUST-00608,2023-10-17,cancel,Pro,Cancelled,15,0
EVT-001231,CUST-00632,2023-10-17,cancel,Free,Cancelled,0,0
EVT-001529,CUST-00786,2023-10-17,cancel,Free,Cancelled,0,0
EVT-002153,CUST-01125,2023-10-17,signup,,Pro,0,15
EVT-002297,CUST-01203,2023-10-17,signup,,Pro,0,15
EVT-002310,CUST-01211,2023-10-17,signup,,Free,0,0
EVT-002328,CUST-01219,2023-10-17,signup,,Pro,0,15
EVT-002344,CUST-01227,2023-10-17,signup,,Pro,0,15
EVT-002373,CUST-01243,2023-10-17,signup,,Business,0,49
EVT-002401,CUST-01258,2023-10-17,signup,,Pro,0,15
EVT-002406,CUST-01261,2023-10-17,signup,,Free,0,0
EVT-002436,CUST-01278,2023-10-17,signup,,Free,0,0
EVT-000622,CUST-00318,2023-10-18,cancel,Pro,Cancelled,15,0
EVT-001078,CUST-00552,2023-10-18,cancel,Free,Cancelled,0,0
EVT-001818,CUST-00940,2023-10-18,cancel,Free,Cancelled,0,0
EVT-002170,CUST-01134,2023-10-18,signup,,Free,0,0
EVT-002188,CUST-01143,2023-10-18,signup,,Free,0,0
EVT-002241,CUST-01170,2023-10-18,signup,,Free,0,0
EVT-002289,CUST-01198,2023-10-18,signup,,Free,0,0
EVT-002291,CUST-01199,2023-10-18,signup,,Enterprise,0,199
EVT-002349,CUST-01229,2023-10-18,signup,,Pro,0,15
EVT-002422,CUST-01271,2023-10-18,signup,,Pro,0,15
EVT-002444,CUST-01281,2023-10-18,signup,,Free,0,0
EVT-000398,CUST-00200,2023-10-19,cancel,Pro,Cancelled,15,0
EVT-000457,CUST-00229,2023-10-19,cancel,Pro,Cancelled,15,0
EVT-001138,CUST-00581,2023-10-19,cancel,Pro,Cancelled,15,0
EVT-001640,CUST-00845,2023-10-19,cancel,Free,Cancelled,0,0
EVT-001801,CUST-00930,2023-10-19,cancel,Free,Cancelled,0,0
EVT-001982,CUST-01033,2023-10-19,upgrade,Free,Pro,0,15
EVT-002169,CUST-01133,2023-10-19,signup,,Business,0,49
EVT-002217,CUST-01158,2023-10-19,signup,,Pro,0,15
EVT-002230,CUST-01165,2023-10-19,signup,,Pro,0,15
EVT-002262,CUST-01180,2023-10-19,signup,,Pro,0,15
EVT-002299,CUST-01204,2023-10-19,signup,,Pro,0,15
EVT-002393,CUST-01253,2023-10-19,signup,,Business,0,49
EVT-002446,CUST-01282,2023-10-19,signup,,Free,0,0
EVT-000206,CUST-00104,2023-10-20,cancel,Pro,Cancelled,15,0
EVT-000475,CUST-00238,2023-10-20,cancel,Pro,Cancelled,15,0
EVT-000831,CUST-00422,2023-10-20,cancel,Free,Cancelled,0,0
EVT-001272,CUST-00653,2023-10-20,upgrade,Free,Pro,0,15
EVT-001361,CUST-00698,2023-10-20,cancel,Free,Cancelled,0,0
EVT-001567,CUST-00805,2023-10-20,cancel,Free,Cancelled,0,0
EVT-001580,CUST-00811,2023-10-20,cancel,Pro,Cancelled,15,0
EVT-001792,CUST-00926,2023-10-20,downgrade,Pro,Free,15,0
EVT-002190,CUST-01144,2023-10-20,signup,,Pro,0,15
EVT-002214,CUST-01156,2023-10-20,signup,,Pro,0,15
EVT-002223,CUST-01161,2023-10-20,signup,,Pro,0,15
EVT-002225,CUST-01162,2023-10-20,signup,,Free,0,0
EVT-002277,CUST-01189,2023-10-20,signup,,Free,0,0
EVT-002288,CUST-01197,2023-10-20,signup,,Free,0,0
EVT-002292,CUST-01200,2023-10-20,signup,,Free,0,0
EVT-002431,CUST-01276,2023-10-20,signup,,Pro,0,15
EVT-002475,CUST-01299,2023-10-20,signup,,Pro,0,15
EVT-002502,CUST-01314,2023-10-20,signup,,Pro,0,15
EVT-001412,CUST-00726,2023-10-21,cancel,Pro,Cancelled,15,0
EVT-002010,CUST-01047,2023-10-21,cancel,Pro,Cancelled,15,0
EVT-002201,CUST-01150,2023-10-21,signup,,Pro,0,15
EVT-002208,CUST-01154,2023-10-21,signup,,Pro,0,15
EVT-002282,CUST-01193,2023-10-21,signup,,Free,0,0
EVT-002336,CUST-01223,2023-10-21,signup,,Free,0,0
EVT-002356,CUST-01234,2023-10-21,signup,,Business,0,49
EVT-002405,CUST-01260,2023-10-21,signup,,Business,0,49
EVT-002454,CUST-01287,2023-10-21,signup,,Free,0,0
EVT-002511,CUST-01319,2023-10-21,signup,,Pro,0,15
EVT-001122,CUST-00573,2023-10-22,cancel,Free,Cancelled,0,0
EVT-001755,CUST-00907,2023-10-22,cancel,Free,Cancelled,0,0
EVT-002035,CUST-01060,2023-10-22,cancel,Free,Cancelled,0,0
EVT-002053,CUST-01069,2023-10-22,cancel,Pro,Cancelled,15,0
EVT-002080,CUST-01082,2023-10-22,cancel,Free,Cancelled,0,0
EVT-002172,CUST-01135,2023-10-22,signup,,Free,0,0
EVT-000402,CUST-00202,2023-10-23,cancel,Free,Cancelled,0,0
EVT-001811,CUST-00936,2023-10-23,cancel,Free,Cancelled,0,0
EVT-002115,CUST-01103,2023-10-23,cancel,Free,Cancelled,0,0
EVT-002234,CUST-01166,2023-10-23,signup,,Pro,0,15
EVT-002346,CUST-01228,2023-10-23,signup,,Free,0,0
EVT-002365,CUST-01239,2023-10-23,signup,,Pro,0,15
EVT-002483,CUST-01304,2023-10-23,signup,,Free,0,0
EVT-000766,CUST-00390,2023-10-24,upgrade,Free,Pro,0,15
EVT-000999,CUST-00509,2023-10-24,cancel,Pro,Cancelled,15,0
EVT-001598,CUST-00822,2023-10-24,cancel,Pro,Cancelled,15,0
EVT-001718,CUST-00887,2023-10-24,upgrade,Pro,Business,15,49
EVT-002176,CUST-01137,2023-10-24,signup,,Free,0,0
EVT-002274,CUST-01187,2023-10-24,signup,,Free,0,0
EVT-002294,CUST-01201,2023-10-24,signup,,Pro,0,15
EVT-002312,CUST-01212,2023-10-24,signup,,Free,0,0
EVT-002325,CUST-01218,2023-10-24,signup,,Free,0,0
EVT-002394,CUST-01254,2023-10-24,signup,,Pro,0,15
EVT-002488,CUST-01306,2023-10-24,signup,,Pro,0,15
EVT-002494,CUST-01310,2023-10-24,signup,,Free,0,0
EVT-002499,CUST-01312,2023-10-24,signup,,Pro,0,15
EVT-001571,CUST-00807,2023-10-25,upgrade,Pro,Business,15,49
EVT-001645,CUST-00847,2023-10-25,cancel,Pro,Cancelled,15,0
EVT-001657,CUST-00853,2023-10-25,cancel,Pro,Cancelled,15,0
EVT-002180,CUST-01139,2023-10-25,signup,,Free,0,0
EVT-002229,CUST-01164,2023-10-25,signup,,Free,0,0
EVT-002317,CUST-01214,2023-10-25,signup,,Free,0,0
EVT-002323,CUST-01217,2023-10-25,signup,,Pro,0,15
EVT-002355,CUST-01233,2023-10-25,signup,,Pro,0,15
EVT-002462,CUST-01292,2023-10-25,signup,,Free,0,0
EVT-002473,CUST-01298,2023-10-25,signup,,Free,0,0
EVT-001349,CUST-00692,2023-10-26,upgrade,Free,Pro,0,15
EVT-002205,CUST-01152,2023-10-26,signup,,Free,0,0
EVT-002281,CUST-01192,2023-10-26,signup,,Pro,0,15
EVT-002385,CUST-01249,2023-10-26,signup,,Free,0,0
EVT-002459,CUST-01290,2023-10-26,signup,,Free,0,0
EVT-002496,CUST-01311,2023-10-26,signup,,Business,0,49
EVT-001939,CUST-01008,2023-10-27,cancel,Free,Cancelled,0,0
EVT-002145,CUST-01121,2023-10-27,signup,,Pro,0,15
EVT-002182,CUST-01140,2023-10-27,signup,,Free,0,0
EVT-002199,CUST-01148,2023-10-27,signup,,Pro,0,15
EVT-002200,CUST-01149,2023-10-27,signup,,Pro,0,15
EVT-002269,CUST-01184,2023-10-27,signup,,Pro,0,15
EVT-002295,CUST-01202,2023-10-27,signup,,Free,0,0
EVT-002359,CUST-01236,2023-10-27,signup,,Free,0,0
EVT-002409,CUST-01264,2023-10-27,signup,,Free,0,0
EVT-002452,CUST-01286,2023-10-27,signup,,Pro,0,15
EVT-002504,CUST-01315,2023-10-27,signup,,Business,0,49
EVT-002517,CUST-01323,2023-10-27,signup,,Pro,0,15
EVT-001287,CUST-00661,2023-11-01,cancel,Pro,Cancelled,15,0
EVT-001355,CUST-00695,2023-11-01,cancel,Pro,Cancelled,15,0
EVT-001569,CUST-00806,2023-11-01,cancel,Free,Cancelled,0,0
EVT-001839,CUST-00952,2023-11-01,cancel,Free,Cancelled,0,0
EVT-002164,CUST-01130,2023-11-01,upgrade,Free,Pro,0,15
EVT-002421,CUST-01270,2023-11-01,cancel,Pro,Cancelled,15,0
EVT-002572,CUST-01351,2023-11-01,signup,,Pro,0,15
EVT-002652,CUST-01393,2023-11-01,signup,,Business,0,49
EVT-002716,CUST-01427,2023-11-01,signup,,Business,0,49
EVT-002721,CUST-01430,2023-11-01,signup,,Free,0,0
EVT-002742,CUST-01441,2023-11-01,signup,,Free,0,0
EVT-002755,CUST-01450,2023-11-01,signup,,Free,0,0
EVT-002782,CUST-01463,2023-11-01,signup,,Pro,0,15
EVT-002833,CUST-01490,2023-11-01,signup,,Free,0,0
EVT-002878,CUST-01516,2023-11-01,signup,,Free,0,0
EVT-002902,CUST-01529,2023-11-01,signup,,Pro,0,15
EVT-001737,CUST-00897,2023-11-02,cancel,Pro,Cancelled,15,0
EVT-001820,CUST-00941,2023-11-02,upgrade,Free,Pro,0,15
EVT-001848,CUST-00957,2023-11-02,cancel,Free,Cancelled,0,0
EVT-002248,CUST-01173,2023-11-02,cancel,Free,Cancelled,0,0
EVT-002428,CUST-01274,2023-11-02,upgrade,Pro,Business,15,49
EVT-002560,CUST-01345,2023-11-02,signup,,Pro,0,15
EVT-002578,CUST-01354,2023-11-02,signup,,Free,0,0
EVT-002622,CUST-01376,2023-11-02,signup,,Business,0,49
EVT-002624,CUST-01377,2023-11-02,signup,,Pro,0,15
EVT-002627,CUST-01379,2023-11-02,signup,,Enterprise,0,199
EVT-002657,CUST-01396,2023-11-02,signup,,Free,0,0
EVT-002735,CUST-01438,2023-11-02,signup,,Business,0,49
EVT-002852,CUST-01500,2023-11-02,signup,,Free,0,0
EVT-002922,CUST-01541,2023-11-02,signup,,Free,0,0
EVT-002949,CUST-01557,2023-11-02,signup,,Pro,0,15
EVT-000850,CUST-00433,2023-11-03,cancel,Free,Cancelled,0,0
EVT-002134,CUST-01114,2023-11-03,cancel,Free,Cancelled,0,0
EVT-002630,CUST-01381,2023-11-03,signup,,Business,0,49
EVT-002781,CUST-01462,2023-11-03,signup,,Pro,0,15
EVT-002803,CUST-01473,2023-11-03,signup,,Business,0,49
EVT-002837,CUST-01492,2023-11-03,signup,,Free,0,0
EVT-002858,CUST-01504,2023-11-03,signup,,Pro,0,15
EVT-002873,CUST-01513,2023-11-03,signup,,Free,0,0
EVT-002900,CUST-01528,2023-11-03,signup,,Free,0,0
EVT-002951,CUST-01558,2023-11-03,signup,,Pro,0,15
EVT-000055,CUST-00030,2023-11-04,upgrade,Free,Pro,0,15
EVT-000562,CUST-00287,2023-11-04,cancel,Free,Cancelled,0,0
EVT-001813,CUST-00937,2023-11-04,cancel,Free,Cancelled,0,0
EVT-002347,CUST-01228,2023-11-04,upgrade,Free,Pro,0,15
EVT-002386,CUST-01249,2023-11-04,cancel,Free,Cancelled,0,0
EVT-002425,CUST-01272,2023-11-04,cancel,Free,Cancelled,0,0
EVT-002455,CUST-01287,2023-11-04,cancel,Free,Cancelled,0,0
EVT-002472,CUST-01297,2023-11-04,cancel,Free,Cancelled,0,0
EVT-002537,CUST-01333,2023-11-04,signup,,Free,0,0
EVT-002597,CUST-01364,2023-11-04,signup,,Free,0,0
EVT-002620,CUST-01375,2023-11-04,signup,,Pro,0,15
EVT-002655,CUST-01395,2023-11-04,signup,,Free,0,0
EVT-002676,CUST-01407,2023-11-04,signup,,Pro,0,15
EVT-002749,CUST-01446,2023-11-04,signup,,Pro,0,15
EVT-002770,CUST-01457,2023-11-04,signup,,Pro,0,15
EVT-002817,CUST-01481,2023-11-04,signup,,Free,0,0
EVT-002828,CUST-01487,2023-11-04,signup,,Enterprise,0,199
EVT-002843,CUST-01495,2023-11-04,signup,,Free,0,0
EVT-002871,CUST-01512,2023-11-04,signup,,Business,0,49
EVT-002920,CUST-01540,2023-11-04,signup,,Pro,0,15
EVT-001783,CUST-00922,2023-11-05,cancel,Free,Cancelled,0,0
EVT-002209,CUST-01154,2023-11-05,downgrade,Pro,Free,15,0
EVT-002345,CUST-01227,2023-11-05,cancel,Pro,Cancelled,15,0
EVT-002378,CUST-01245,2023-11-05,upgrade,Free,Pro,0,15
EVT-002482,CUST-01303,2023-11-05,cancel,Free,Cancelled,0,0
EVT-002535,CUST-01332,2023-11-05,signup,,Free,0,0
EVT-002699,CUST-01418,2023-11-05,signup,,Free,0,0
EVT-002728,CUST-01434,2023-11-05,signup,,Enterprise,0,199
EVT-002795,CUST-01469,2023-11-05,signup,,Pro,0,15
EVT-002824,CUST-01485,2023-11-05,signup,,Pro,0,15
EVT-002826,CUST-01486,2023-11-05,signup,,Free,0,0
EVT-002847,CUST-01497,2023-11-05,signup,,Pro,0,15
EVT-002924,CUST-01542,2023-11-05,signup,,Free,0,0
EVT-002935,CUST-01548,2023-11-05,signup,,Enterprise,0,199
EVT-000608,CUST-00311,2023-11-06,cancel,Free,Cancelled,0,0
EVT-001869,CUST-00970,2023-11-06,upgrade,Free,Pro,0,15
EVT-002615,CUST-01372,2023-11-06,signup,,Free,0,0
EVT-002792,CUST-01468,2023-11-06,signup,,Business,0,49
EVT-002832,CUST-01489,2023-11-06,signup,,Business,0,49
EVT-002856,CUST-01503,2023-11-06,signup,,Free,0,0
EVT-002867,CUST-01510,2023-11-06,signup,,Free,0,0
EVT-002890,CUST-01522,2023-11-06,signup,,Free,0,0
EVT-002891,CUST-01523,2023-11-06,signup,,Business,0,49
EVT-002927,CUST-01544,2023-11-06,signup,,Pro,0,15
EVT-002936,CUST-01549,2023-11-06,signup,,Free,0,0
EVT-002939,CUST-01550,2023-11-06,signup,,Free,0,0
EVT-002956,CUST-01560,2023-11-06,signup,,Free,0,0
EVT-001045,CUST-00533,2023-11-07,cancel,Free,Cancelled,0,0
EVT-001735,CUST-00896,2023-11-07,cancel,Pro,Cancelled,15,0
EVT-002103,CUST-01095,2023-11-07,upgrade,Free,Pro,0,15
EVT-002290,CUST-01198,2023-11-07,cancel,Free,Cancelled,0,0
EVT-002565,CUST-01348,2023-11-07,signup,,Pro,0,15
EVT-002586,CUST-01358,2023-11-07,signup,,Free,0,0
EVT-002599,CUST-01365,2023-11-07,signup,,Free,0,0
EVT-002667,CUST-01401,2023-11-07,signup,,Free,0,0
EVT-002763,CUST-01454,2023-11-07,signup,,Free,0,0
EVT-002765,CUST-01455,2023-11-07,signup,,Free,0,0
EVT-002841,CUST-01494,2023-11-07,signup,,Pro,0,15
EVT-002945,CUST-01554,2023-11-07,signup,,Enterprise,0,199
EVT-001488,CUST-00765,2023-11-08,cancel,Free,Cancelled,0,0
EVT-001691,CUST-00873,2023-11-08,cancel,Free,Cancelled,0,0
EVT-001878,CUST-00975,2023-11-08,cancel,Pro,Cancelled,15,0
EVT-002156,CUST-01126,2023-11-08,cancel,Business,Cancelled,49,0
EVT-002179,CUST-01138,2023-11-08,cancel,Free,Cancelled,0,0
EVT-002305,CUST-01207,2023-11-08,cancel,Pro,Cancelled,15,0
