customer_id,signup_date,acquisition_channel,region,company_size,initial_plan
CUST-01322,2023-10-10,Referral,Asia Pacific,27,Pro
CUST-01323,2023-10-27,Outbound Sales,Europe,3,Pro
CUST-01324,2023-10-08,Paid Ads,North America,19,Free
CUST-01325,2023-10-10,Organic Search,North America,19,Free
CUST-01326,2023-10-11,Paid Ads,North America,8,Pro
CUST-01327,2023-10-11,Content Marketing,Asia Pacific,1,Free
CUST-01328,2023-11-24,Organic Search,Europe,6,Free
CUST-01329,2023-11-19,Referral,North America,18,Pro
CUST-01330,2023-11-10,Content Marketing,Latin America,5,Free
CUST-01331,2023-11-26,Organic Search,North America,18,Free
CUST-01332,2023-11-05,Organic Search,Europe,17,Free
CUST-01333,2023-11-04,Organic Search,Asia Pacific,2,Free
CUST-01334,2023-11-24,Paid Ads,Europe,7,Free
CUST-01335,2023-11-27,Content Marketing,North America,3,Free
CUST-01336,2023-11-21,Paid Ads,Asia Pacific,36,Pro
CUST-01337,2023-11-09,Paid Ads,North America,30,Pro
CUST-01338,2023-11-26,Referral,Europe,23,Pro
CUST-01339,2023-11-14,Referral,North America,29,Pro
CUST-01340,2023-11-22,Organic Search,Europe,31,Pro
CUST-01341,2023-11-16,Organic Search,North America,45,Pro
CUST-01342,2023-11-12,Paid Ads,Asia Pacific,3,Pro
CUST-01343,2023-11-15,Content Marketing,Europe,49,Pro
CUST-01344,2023-11-25,Referral,Asia Pacific,9,Free
CUST-01345,2023-11-02,Referral,Europe,5,Pro
CUST-01346,2023-11-20,Content Marketing,Europe,16,Pro
CUST-01347,2023-11-08,Organic Search,Europe,15,Free
CUST-01348,2023-11-07,Organic Search,Europe,43,Pro
CUST-01349,2023-11-17,Organic Search,Asia Pacific,19,Free
CUST-01350,2023-11-09,Content Marketing,Europe,6,Free
CUST-01351,2023-11-01,Paid Ads,Europe,46,Pro
CUST-01352,2023-11-21,Organic Search,Asia Pacific,31,Pro
CUST-01353,2023-11-12,Organic Search,North America,5,Free
CUST-01354,2023-11-02,Referral,Europe,3,Free
CUST-01355,2023-11-08,Referral,Europe,10,Free
CUST-01356,2023-11-16,Referral,North America,10,Pro
CUST-01357,2023-11-22,Organic Search,Asia Pacific,12,Free
CUST-01358,2023-11-07,Content Marketing,Europe,16,Free
CUST-01359,2023-11-12,Referral,North America,49,Pro
CUST-01360,2023-11-13,Referral,Asia Pacific,3,Free
CUST-01361,2023-11-08,Referral,North America,19,Pro
CUST-01362,2023-11-22,Content Marketing,Asia Pacific,16,Free
CUST-01363,2023-11-12,Content Marketing,Asia Pacific,15,Free
CUST-01364,2023-11-04,Paid Ads,Europe,3,Free
CUST-01365,2023-11-07,Paid Ads,Europe,19,Free
CUST-01366,2023-11-23,Paid Ads,Europe,35,Pro
CUST-01367,2023-11-10,Content Marketing,Asia Pacific,34,Pro
CUST-01368,2023-11-25,Referral,Europe,31,Pro
CUST-01369,2023-11-21,Organic Search,Europe,6,Free
CUST-01370,2023-11-11,Organic Search,Asia Pacific,10,Free
CUST-01371,2023-11-12,Content Marketing,Europe,17,Free
CUST-01372,2023-11-06,Content Marketing,North America,13,Free
CUST-01373,2023-11-15,Outbound Sales,Asia Pacific,1409,Enterprise
CUST-01374,2023-11-24,Paid Ads,Europe,11,Free
CUST-01375,2023-11-04,Content Marketing,North America,10,Pro
CUST-01376,2023-11-02,Content Marketing,Asia Pacific,151,Business
CUST-01377,2023-11-02,Organic Search,North America,42,Pro
CUST-01378,2023-11-12,Organic Search,Europe,6,Pro
CUST-01379,2023-11-02,Outbound Sales,Asia Pacific,3927,Enterprise
CUST-01380,2023-11-15,Organic Search,Asia Pacific,44,Pro
CUST-01381,2023-11-03,Paid Ads,Europe,163,Business
CUST-01382,2023-11-27,Referral,Asia Pacific,5,Free
CUST-01383,2023-11-21,Referral,North America,14,Free
CUST-01384,2023-11-24,Organic Search,North America,13,Free
CUST-01385,2023-11-18,Referral,Asia Pacific,194,Business
CUST-01386,2023-11-09,Organic Search,Asia Pacific,6,Free
CUST-01387,2023-11-19,Content Marketing,Asia Pacific,3,Free
CUST-01388,2023-11-26,Organic Search,North America,25,Pro
CUST-01389,2023-11-25,Referral,Europe,5,Pro
CUST-01390,2023-11-18,Content Marketing,Europe,1,Free
CUST-01391,2023-11-19,Organic Search,Asia Pacific,19,Pro
CUST-01392,2023-11-26,Organic Search,North America,18,Free
CUST-01393,2023-11-01,Content Marketing,Latin America,65,Business
CUST-01394,2023-11-21,Organic Search,Asia Pacific,7,Free
CUST-01395,2023-11-04,Organic Search,Europe,5,Free
CUST-01396,2023-11-02,Paid Ads,North America,1,Free
CUST-01397,2023-11-21,Content Marketing,Asia Pacific,7,Free
CUST-01398,2023-11-12,Paid Ads,Europe,34,Pro
CUST-01399,2023-11-10,Paid Ads,Europe,13,Free
CUST-01400,2023-11-24,Outbound Sales,Asia Pacific,956,Enterprise
CUST-01401,2023-11-07,Paid Ads,Europe,7,Free
CUST-01402,2023-11-15,Paid Ads,Europe,13,Free
CUST-01403,2023-11-27,Paid Ads,North America,20,Pro
CUST-01404,2023-11-24,Organic Search,Europe,41,Business
CUST-01405,2023-11-24,Organic Search,Asia Pacific,16,Free
CUST-01406,2023-11-13,Referral,Asia Pacific,249,Business
CUST-01407,2023-11-04,Organic Search,Europe,18,Pro
CUST-01408,2023-11-17,Referral,Asia Pacific,2,Free
CUST-01409,2023-11-18,Organic Search,Asia Pacific,26,Pro
CUST-01410,2023-11-17,Paid Ads,North America,16,Free
CUST-01411,2023-11-14,Organic Search,Europe,31,Pro
CUST-01412,2023-11-23,Paid Ads,Europe,39,Pro
CUST-01413,2023-11-14,Referral,Asia Pacific,16,Free
CUST-01414,2023-11-20,Paid Ads,Europe,10,Free
CUST-01415,2023-11-09,Organic Search,Asia Pacific,13,Pro
CUST-01416,2023-11-12,Organic Search,North America,6,Free
CUST-01417,2023-11-20,Content Marketing,Asia Pacific,25,Pro
CUST-01418,2023-11-05,Organic Search,North America,10,Free
CUST-01419,2023-11-15,Content Marketing,North America,18,Pro
CUST-01420,2023-11-09,Organic Search,Europe,44,Pro
CUST-01421,2023-11-15,Organic Search,Europe,12,Free
CUST-01422,2023-11-14,Referral,Asia Pacific,17,Free
CUST-01423,2023-11-11,Paid Ads,North America,6,Free
CUST-01424,2023-11-16,Organic Search,North America,13,Free
CUST-01425,2023-11-26,Outbound Sales,Asia Pacific,3579,Enterprise
CUST-01426,2023-11-22,Organic Search,North America,19,Free
CUST-01427,2023-11-01,Paid Ads,Asia Pacific,34,Business
CUST-01428,2023-11-23,Paid Ads,North America,12,Free
CUST-01429,2023-11-15,Paid Ads,Europe,23,Pro
CUST-01430,2023-11-01,Content Marketing,Europe,11,Free
CUST-01431,2023-11-19,Organic Search,Asia Pacific,49,Pro
CUST-01432,2023-11-20,Content Marketing,Asia Pacific,9,Free
CUST-01433,2023-11-18,Referral,North America,12,Free
CUST-01434,2023-11-05,Outbound Sales,North America,2469,Enterprise
CUST-01435,2023-11-17,Content Marketing,Europe,11,Free
CUST-01436,2023-11-08,Content Marketing,Europe,19,Free
CUST-01437,2023-11-22,Paid Ads,North America,10,Free
CUST-01438,2023-11-02,Paid Ads,Europe,101,Business
CUST-01439,2023-11-23,Paid Ads,North America,15,Free
CUST-01440,2023-11-16,Referral,Latin America,17,Free
CUST-01441,2023-11-01,Paid Ads,Asia Pacific,11,Free
CUST-01442,2023-11-23,Referral,North America,8,Pro
CUST-01443,2023-11-23,Organic Search,North America,11,Pro
CUST-01444,2023-11-22,Content Marketing,North America,15,Free
CUST-01445,2023-11-18,Organic Search,Asia Pacific,28,Pro
CUST-01446,2023-11-04,Content Marketing,North America,38,Pro
CUST-01447,2023-11-15,Organic Search,North America,142,Business
CUST-01448,2023-11-17,Organic Search,North America,11,Free
CUST-01449,2023-11-24,Content Marketing,Asia Pacific,40,Pro
CUST-01450,2023-11-01,Content Marketing,Europe,14,Free
CUST-01451,2023-11-16,Referral,North America,16,Pro
CUST-01452,2023-11-23,Outbound Sales,Asia Pacific,185,Business
CUST-01453,2023-11-27,Organic Search,North America,7,Pro
CUST-01454,2023-11-07,Content Marketing,North America,12,Free
CUST-01455,2023-11-07,Paid Ads,Europe,1,Free
CUST-01456,2023-11-23,Paid Ads,Europe,19,Free
CUST-01457,2023-11-04,Paid Ads,Europe,40,Pro
CUST-01458,2023-11-08,Organic Search,North America,24,Pro
CUST-01459,2023-11-10,Paid Ads,Europe,11,Free
CUST-01460,2023-11-13,Referral,North America,13,Pro
CUST-01461,2023-11-12,Organic Search,North America,27,Pro
CUST-01462,2023-11-03,Content Marketing,Europe,6,Pro
CUST-01463,2023-11-01,Paid Ads,North America,43,Pro
CUST-01464,2023-11-09,Organic Search,Europe,4,Free
CUST-01465,2023-11-21,Referral,North America,5,Pro
CUST-01466,2023-11-22,Organic Search,Europe,12,Free
CUST-01467,2023-11-15,Organic Search,North America,15,Free
CUST-01468,2023-11-06,Referral,Latin America,173,Business
CUST-01469,2023-11-05,Organic Search,North America,42,Pro
CUST-01470,2023-11-15,Organic Search,Europe,8,Pro
CUST-01471,2023-11-19,Referral,North America,159,Business
CUST-01472,2023-11-11,Organic Search,North America,8,Free
CUST-01473,2023-11-03,Content Marketing,Europe,165,Business
CUST-01474,2023-11-25,Content Marketing,Latin America,24,Pro
CUST-01475,2023-11-16,Organic Search,North America,38,Pro
CUST-01476,2023-11-23,Paid Ads,Asia Pacific,19,Pro
CUST-01477,2023-11-16,Organic Search,North America,30,Pro
CUST-01478,2023-11-14,Referral,North America,3,Free
CUST-01479,2023-11-22,Organic Search,Asia Pacific,20,Pro
CUST-01480,2023-11-19,Content Marketing,Asia Pacific,48,Pro
CUST-01481,2023-11-04,Organic Search,Europe,11,Free
CUST-01482,2023-11-23,Referral,North America,9,Free
CUST-01483,2023-11-27,Organic Search,Latin America,24,Pro
CUST-01484,2023-11-24,Organic Search,North America,32,Pro
CUST-01485,2023-11-05,Paid Ads,Asia Pacific,39,Pro
CUST-01486,2023-11-05,Paid Ads,Latin America,4,Free
CUST-01487,2023-11-04,Outbound Sales,Europe,1445,Enterprise
CUST-01488,2023-11-24,Organic Search,Latin America,7,Free
CUST-01489,2023-11-06,Organic Search,North America,187,Business
CUST-01490,2023-11-01,Paid Ads,Europe,16,Free
CUST-01491,2023-11-15,Paid Ads,Latin America,39,Pro
CUST-01492,2023-11-03,Content Marketing,North America,11,Free
CUST-01493,2023-11-12,Content Marketing,Europe,14,Free
CUST-01494,2023-11-07,Content Marketing,Asia Pacific,38,Pro
CUST-01495,2023-11-04,Organic Search,North America,18,Free
CUST-01496,2023-11-24,Paid Ads,Asia Pacific,7,Pro
CUST-01497,2023-11-05,Referral,North America,15,Pro
CUST-01498,2023-11-24,Organic Search,North America,19,Free
CUST-01499,2023-11-08,Referral,North America,3,Pro
CUST-01500,2023-11-02,Organic Search,Asia Pacific,2,Free
CUST-01501,2023-11-22,Organic Search,North America,2,Free
CUST-01502,2023-11-10,Content Marketing,Europe,33,Pro
CUST-01503,2023-11-06,Organic Search,Asia Pacific,2,Free
CUST-01504,2023-11-03,Outbound Sales,Europe,33,Pro
CUST-01505,2023-11-14,Organic Search,Asia Pacific,10,Free
CUST-01506,2023-11-20,Organic Search,North America,1,Free
CUST-01507,2023-11-17,Organic Search,North America,1,Free
CUST-01508,2023-11-11,Organic Search,Latin America,36,Pro
CUST-01509,2023-11-18,Paid Ads,Europe,1,Free
CUST-01510,2023-11-06,Organic Search,Europe,15,Free
CUST-01511,2023-11-12,Referral,Asia Pacific,183,Business
CUST-01512,2023-11-04,Content Marketing,Latin America,10,Business
CUST-01513,2023-11-03,Paid Ads,Europe,12,Free
CUST-01514,2023-11-26,Organic Search,North America,4,Free
CUST-01515,2023-11-11,Paid Ads,Asia Pacific,9,Free
CUST-01516,2023-11-01,Content Marketing,Asia Pacific,9,Free
CUST-01517,2023-11-19,Paid Ads,North America,3,Free
CUST-01518,2023-11-09,Organic Search,North America,5,Free
CUST-01519,2023-11-15,Paid Ads,North America,19,Free
CUST-01520,2023-11-18,Paid Ads,North America,7,Free
CUST-01521,2023-11-09,Organic Search,North America,15,Pro
CUST-01522,2023-11-06,Organic Search,Latin America,13,Free
CUST-01523,2023-11-06,Outbound Sales,Europe,175,Business
CUST-01524,2023-11-18,Organic Search,North America,9,Free
CUST-01525,2023-11-21,Organic Search,Europe,21,Pro
CUST-01526,2023-11-20,Organic Search,Asia Pacific,16,Free
CUST-01527,2023-11-10,Paid Ads,Asia Pacific,11,Pro
CUST-01528,2023-11-03,Paid Ads,Europe,4,Free
CUST-01529,2023-11-01,Organic Search,North America,14,Pro
CUST-01530,2023-11-16,Paid Ads,Europe,2,Pro
CUST-01531,2023-11-25,Referral,Europe,15,Pro
CUST-01532,2023-11-13,Organic Search,Europe,37,Pro
CUST-01533,2023-11-27,Content Marketing,Europe,13,Free
CUST-01534,2023-11-12,Organic Search,North America,15,Free
CUST-01535,2023-11-20,Organic Search,Latin America,11,Free
CUST-01536,2023-11-12,Outbound Sales,North America,4966,Enterprise
CUST-01537,2023-11-22,Content Marketing,Europe,8,Free
CUST-01538,2023-11-20,Paid Ads,North America,6,Pro
CUST-01539,2023-11-17,Content Marketing,North America,35,Pro
CUST-01540,2023-11-04,Paid Ads,Asia Pacific,12,Pro
CUST-01541,2023-11-02,Paid Ads,Europe,15,Free
CUST-01542,2023-11-05,Content Marketing,Asia Pacific,12,Free
CUST-01543,2023-11-14,Referral,Latin America,4,Pro
CUST-01544,2023-11-06,Organic Search,Europe,25,Pro
CUST-01545,2023-11-11,Paid Ads,Europe,8,Free
CUST-01546,2023-11-23,Paid Ads,North America,3,Free
CUST-01547,2023-11-11,Organic Search,Asia Pacific,7,Free
CUST-01548,2023-11-05,Outbound Sales,North America,1525,Enterprise
CUST-01549,2023-11-06,Paid Ads,Europe,8,Free
CUST-01550,2023-11-06,Paid Ads,Europe,18,Free
CUST-01551,2023-11-14,Paid Ads,North America,29,Pro
CUST-01552,2023-11-09,Paid Ads,Europe,3,Free
CUST-01553,2023-11-25,Organic Search,Europe,24,Pro
CUST-01554,2023-11-07,Outbound Sales,Asia Pacific,4135,Enterprise
CUST-01555,2023-11-12,Referral,North America,31,Pro
CUST-01556,2023-11-16,Referral,Asia Pacific,25,Pro
CUST-01557,2023-11-02,Paid Ads,North America,22,Pro
CUST-01558,2023-11-03,Organic Search,North America,26,Pro
CUST-01559,2023-11-17,Organic Search,Latin America,95,Business
CUST-01560,2023-11-06,Paid Ads,Asia Pacific,4,Free
CUST-01561,2023-12-06,Paid Ads,Europe,3,Free
CUST-01562,2023-12-06,Content Marketing,Latin America,7,Pro
CUST-01563,2023-12-01,Content Marketing,North America,22,Pro
CUST-01564,2023-12-26,Referral,Europe,25,Pro
CUST-01565,2023-12-13,Organic Search,North America,6,Pro
CUST-01566,2023-12-19,Paid Ads,Asia Pacific,12,Free
CUST-01567,2023-12-19,Organic Search,Europe,14,Free
CUST-01568,2023-12-01,Content Marketing,North America,45,Pro
CUST-01569,2023-12-13,Organic Search,North America,3,Free
CUST-01570,2023-12-12,Organic Search,North America,12,Free
CUST-01571,2023-12-17,Referral,Asia Pacific,10,Free
CUST-01572,2023-12-09,Paid Ads,Europe,17,Free
CUST-01573,2023-12-14,Content Marketing,Europe,37,Pro
CUST-01574,2023-12-22,Organic Search,Asia Pacific,202,Business
CUST-01575,2023-12-19,Content Marketing,North America,5,Free
CUST-01576,2023-12-21,Organic Search,Europe,19,Pro
CUST-01577,2023-12-14,Organic Search,North America,18,Free
CUST-01578,2023-12-21,Paid Ads,Europe,19,Free
CUST-01579,2023-12-14,Organic Search,Asia Pacific,40,Pro
CUST-01580,2023-12-20,Paid Ads,North America,9,Pro
CUST-01581,2023-12-16,Organic Search,North America,4,Pro
CUST-01582,2023-12-20,Organic Search,North America,43,Pro
CUST-01583,2023-12-11,Referral,Asia Pacific,201,Business
CUST-01584,2023-12-16,Organic Search,Latin America,34,Pro
CUST-01585,2023-12-22,Referral,North America,18,Free
CUST-01586,2023-12-10,Referral,North America,22,Pro
CUST-01587,2023-12-24,Organic Search,Europe,49,Pro
CUST-01588,2023-12-24,Referral,Latin America,37,Pro
CUST-01589,2023-12-01,Organic Search,Europe,9,Free
CUST-01590,2023-12-18,Paid Ads,North America,167,Business
CUST-01591,2023-12-23,Organic Search,North America,17,Pro
CUST-01592,2023-12-13,Content Marketing,Europe,5,Free
CUST-01593,2023-12-25,Paid Ads,Europe,13,Free
CUST-01594,2023-12-24,Paid Ads,Europe,11,Free
CUST-01595,2023-12-26,Outbound Sales,North America,4515,Enterprise
CUST-01596,2023-12-16,Organic Search,Europe,17,Free
CUST-01597,2023-12-05,Content Marketing,North America,39,Pro
CUST-01598,2023-12-13,Referral,North America,2,Pro
CUST-01599,2023-12-06,Content Marketing,Europe,38,Pro
CUST-01600,2023-12-13,Content Marketing,Latin America,5,Free
CUST-01601,2023-12-10,Outbound Sales,North America,6,Pro
CUST-01602,2023-12-01,Organic Search,North America,75,Business
CUST-01603,2023-12-08,Content Marketing,North America,15,Pro
CUST-01604,2023-12-02,Content Marketing,Europe,194,Business
CUST-01605,2023-12-04,Referral,North America,24,Pro
CUST-01606,2023-12-21,Organic Search,Europe,46,Pro
CUST-01607,2023-12-25,Outbound Sales,North America,943,Enterprise
CUST-01608,2023-12-23,Organic Search,North America,5,Pro
CUST-01609,2023-12-20,Paid Ads,Europe,1,Free
CUST-01610,2023-12-07,Paid Ads,Asia Pacific,7,Free
CUST-01611,2023-12-05,Organic Search,North America,40,Pro
CUST-01612,2023-12-04,Referral,Asia Pacific,35,Pro
CUST-01613,2023-12-13,Organic Search,North America,8,Pro
CUST-01614,2023-12-26,Referral,North America,27,Pro
CUST-01615,2023-12-16,Content Marketing,Europe,14,Free
CUST-01616,2023-12-25,Paid Ads,Europe,15,Free
CUST-01617,2023-12-18,Referral,Europe,45,Pro
CUST-01618,2023-12-17,Organic Search,Europe,12,Pro
CUST-01619,2023-12-27,Content Marketing,Asia Pacific,8,Free
CUST-01620,2023-12-17,Outbound Sales,Asia Pacific,4748,Enterprise
CUST-01621,2023-12-13,Organic Search,North America,18,Pro
CUST-01622,2023-12-27,Referral,North America,1,Free
CUST-01623,2023-12-07,Paid Ads,Europe,34,Pro
CUST-01624,2023-12-22,Paid Ads,Europe,16,Pro
CUST-01625,2023-12-07,Referral,North America,197,Business
CUST-01626,2023-12-11,Paid Ads,North America,2,Free
CUST-01627,2023-12-08,Paid Ads,North America,19,Free
CUST-01628,2023-12-03,Organic Search,Asia Pacific,2,Free
CUST-01629,2023-12-03,Paid Ads,North America,28,Pro
CUST-01630,2023-12-07,Content Marketing,Europe,8,Free
CUST-01631,2023-12-27,Organic Search,North America,10,Pro
CUST-01632,2023-12-23,Paid Ads,North America,4,Free
CUST-01633,2023-12-22,Organic Search,North America,12,Free
CUST-01634,2023-12-12,Content Marketing,North America,1,Free
CUST-01635,2023-12-18,Paid Ads,Asia Pacific,19,Free
CUST-01636,2023-12-19,Paid Ads,North America,20,Pro
CUST-01637,2023-12-24,Organic Search,North America,32,Pro
CUST-01638,2023-12-08,Paid Ads,Asia Pacific,23,Pro
CUST-01639,2023-12-22,Outbound Sales,Europe,88,Business
CUST-01640,2023-12-23,Paid Ads,North America,14,Free
CUST-01641,2023-12-17,Paid Ads,North America,14,Free
CUST-01642,2023-12-01,Referral,North America,6,Free
CUST-01643,2023-12-18,Paid Ads,North America,37,Pro
CUST-01644,2023-12-15,Paid Ads,Europe,130,Business
CUST-01645,2023-12-17,Organic Search,North America,8,Pro
CUST-01646,2023-12-12,Organic Search,Asia Pacific,70,Business
CUST-01647,2023-12-04,Referral,Asia Pacific,17,Pro
CUST-01648,2023-12-20,Content Marketing,North America,36,Pro
CUST-01649,2023-12-06,Content Marketing,Europe,5,Pro
CUST-01650,2023-12-09,Content Marketing,North America,13,Pro
CUST-01651,2023-12-19,Paid Ads,Europe,13,Free
CUST-01652,2023-12-25,Organic Search,Europe,19,Free
CUST-01653,2023-12-18,Referral,Europe,12,Free
CUST-01654,2023-12-23,Outbound Sales,Europe,388,Enterprise
CUST-01655,2023-12-26,Referral,North America,1,Free
CUST-01656,2023-12-13,Paid Ads,Europe,23,Pro
CUST-01657,2023-12-25,Referral,North America,11,Pro
CUST-01658,2023-12-08,Content Marketing,Europe,3,Pro
CUST-01659,2023-12-20,Content Marketing,North America,10,Free
CUST-01660,2023-12-17,Referral,North America,16,Pro
CUST-01661,2023-12-13,Paid Ads,North America,92,Business
CUST-01662,2023-12-15,Organic Search,North America,22,Pro
CUST-01663,2023-12-05,Paid Ads,North America,9,Pro
CUST-01664,2023-12-18,Organic Search,North America,5,Pro
CUST-01665,2023-12-20,Content Marketing,Asia Pacific,32,Pro
CUST-01666,2023-12-13,Paid Ads,Europe,19,Pro
CUST-01667,2023-12-12,Paid Ads,North America,8,Free
CUST-01668,2023-12-11,Paid Ads,Europe,1,Free
CUST-01669,2023-12-21,Referral,North America,3,Free
CUST-01670,2023-12-15,Paid Ads,Asia Pacific,28,Pro
CUST-01671,2023-12-03,Organic Search,Asia Pacific,24,Pro
CUST-01672,2023-12-17,Content Marketing,North America,229,Business
CUST-01673,2023-12-17,Paid Ads,North America,15,Pro
CUST-01674,2023-12-01,Paid Ads,North America,15,Free
CUST-01675,2023-12-17,Organic Search,North America,7,Free
CUST-01676,2023-12-19,Paid Ads,Europe,3,Free
CUST-01677,2023-12-21,Referral,North America,1,Free
CUST-01678,2023-12-03,Content Marketing,Europe,212,Business
CUST-01679,2023-12-12,Organic Search,Asia Pacific,15,Pro
CUST-01680,2023-12-16,Outbound Sales,North America,1475,Enterprise
CUST-01681,2023-12-09,Referral,Europe,168,Business
CUST-01682,2023-12-13,Organic Search,Asia Pacific,19,Pro
CUST-01683,2023-12-10,Organic Search,North America,3,Pro
CUST-01684,2023-12-27,Organic Search,Europe,45,Pro
CUST-01685,2023-12-11,Content Marketing,North America,41,Pro
CUST-01686,2023-12-20,Organic Search,North America,26,Pro
CUST-01687,2023-12-17,Paid Ads,North America,12,Free
CUST-01688,2023-12-14,Referral,Europe,2,Free
CUST-01689,2023-12-21,Content Marketing,Europe,14,Free
CUST-01690,2023-12-09,Referral,North America,199,Business
CUST-01691,2023-12-18,Referral,Europe,8,Pro
CUST-01692,2023-12-06,Organic Search,Asia Pacific,48,Pro
CUST-01693,2023-12-11,Content Marketing,North America,25,Pro
CUST-01694,2023-12-11,Organic Search,Europe,42,Pro
CUST-01695,2023-12-15,Organic Search,Asia Pacific,38,Pro
CUST-01696,2023-12-22,Outbound Sales,Europe,4298,Enterprise
CUST-01697,2023-12-10,Organic Search,North America,2,Free
CUST-01698,2023-12-06,Organic Search,Europe,8,Free
CUST-01699,2023-12-04,Referral,North America,7,Pro
CUST-01700,2023-12-26,Organic Search,Europe,245,Business
CUST-01701,2023-12-16,Organic Search,North America,38,Pro
CUST-01702,2023-12-24,Paid Ads,North America,33,Pro
CUST-01703,2023-12-14,Referral,Asia Pacific,38,Pro
CUST-01704,2023-12-27,Content Marketing,North America,40,Pro
CUST-01705,2023-12-02,Organic Search,North America,5,Free
CUST-01706,2023-12-25,Paid Ads,Latin America,44,Pro
CUST-01707,2023-12-20,Content Marketing,Latin America,6,Pro
CUST-01708,2023-12-03,Organic Search,Europe,15,Free
CUST-01709,2023-12-06,Organic Search,North America,12,Free
CUST-01710,2024-01-18,Outbound Sales,Latin America,743,Enterprise
CUST-01711,2024-01-07,Paid Ads,North America,9,Free
CUST-01712,2024-01-11,Referral,Latin America,46,Business
CUST-01713,2024-01-08,Paid Ads,Europe,10,Free
CUST-01714,2024-01-10,Organic Search,North America,137,Business
CUST-01715,2024-01-11,Organic Search,North America,2,Free
CUST-01716,2024-01-16,Organic Search,North America,47,Pro
CUST-01717,2024-01-01,Organic Search,North America,17,Free
CUST-01718,2024-01-11,Organic Search,North America,8,Free
CUST-01719,2024-01-26,Organic Search,Europe,27,Pro
CUST-01720,2024-01-18,Organic Search,Europe,2,Free
CUST-01721,2024-01-15,Content Marketing,North America,8,Free
CUST-01722,2024-01-07,Organic Search,Europe,41,Pro
CUST-01723,2024-01-26,Organic Search,North America,78,Business
CUST-01724,2024-01-22,Paid Ads,Asia Pacific,20,Pro
CUST-01725,2024-01-21,Paid Ads,Europe,14,Free
CUST-01726,2024-01-05,Paid Ads,North America,7,Pro
CUST-01727,2024-01-16,Organic Search,Europe,14,Free
CUST-01728,2024-01-19,Referral,Asia Pacific,228,Business
CUST-01729,2024-01-10,Paid Ads,Europe,6,Free
CUST-01730,2024-01-10,Referral,North America,16,Free
CUST-01731,2024-01-02,Paid Ads,Europe,17,Free
CUST-01732,2024-01-18,Paid Ads,North America,19,Free
CUST-01733,2024-01-04,Paid Ads,North America,23,Pro
CUST-01734,2024-01-19,Organic Search,Europe,178,Business
CUST-01735,2024-01-25,Paid Ads,Asia Pacific,12,Free
CUST-01736,2024-01-07,Organic Search,Europe,17,Free
CUST-01737,2024-01-01,Organic Search,North America,32,Pro
CUST-01738,2024-01-08,Referral,Asia Pacific,62,Business
CUST-01739,2024-01-13,Organic Search,North America,202,Business
CUST-01740,2024-01-13,Organic Search,North America,48,Pro
CUST-01741,2024-01-12,Referral,North America,49,Pro
CUST-01742,2024-01-04,Paid Ads,Europe,11,Free
CUST-01743,2024-01-05,Content Marketing,Europe,16,Free
CUST-01744,2024-01-21,Content Marketing,Europe,5,Free
CUST-01745,2024-01-20,Outbound Sales,Asia Pacific,145,Business
CUST-01746,2024-01-20,Paid Ads,Asia Pacific,7,Free
CUST-01747,2024-01-20,Organic Search,Europe,5,Pro
CUST-01748,2024-01-22,Paid Ads,Europe,228,Business
CUST-01749,2024-01-26,Referral,Asia Pacific,43,Pro
CUST-01750,2024-01-16,Referral,North America,19,Free
CUST-01751,2024-01-22,Organic Search,Europe,9,Free
CUST-01752,2024-01-20,Organic Search,North America,91,Business
CUST-01753,2024-01-01,Organic Search,Europe,9,Free
CUST-01754,2024-01-20,Organic Search,Europe,9,Pro
CUST-01755,2024-01-01,Organic Search,North America,8,Pro
CUST-01756,2024-01-25,Content Marketing,Latin America,19,Free
CUST-01757,2024-01-12,Organic Search,North America,16,Free
CUST-01758,2024-01-02,Paid Ads,North America,12,Pro
CUST-01759,2024-01-09,Content Marketing,North America,13,Free
CUST-01760,2024-01-15,Paid Ads,Europe,7,Free
CUST-01761,2024-01-14,Paid Ads,Europe,2,Free
CUST-01762,2024-01-04,Referral,Latin America,31,Pro
CUST-01763,2024-01-19,Organic Search,Europe,39,Pro
CUST-01764,2024-01-01,Paid Ads,North America,17,Free
CUST-01765,2024-01-11,Content Marketing,Europe,249,Business
CUST-01766,2024-01-05,Referral,North America,45,Pro
CUST-01767,2024-01-22,Content Marketing,Europe,49,Pro
CUST-01768,2024-01-23,Outbound Sales,Europe,2800,Enterprise
CUST-01769,2024-01-20,Paid Ads,Europe,18,Free
CUST-01770,2024-01-06,Referral,North America,5,Free
CUST-01771,2024-01-04,Paid Ads,Europe,16,Free
CUST-01772,2024-01-01,Referral,North America,37,Pro
CUST-01773,2024-01-27,Referral,North America,39,Pro
CUST-01774,2024-01-06,Referral,North America,38,Pro
CUST-01775,2024-01-22,Content Marketing,Europe,12,Free
CUST-01776,2024-01-14,Paid Ads,Europe,16,Free
CUST-01777,2024-01-08,Referral,Europe,34,Business
CUST-01778,2024-01-13,Organic Search,Asia Pacific,3,Pro
CUST-01779,2024-01-06,Paid Ads,Asia Pacific,11,Business
CUST-01780,2024-01-15,Referral,Europe,31,Pro
CUST-01781,2024-01-17,Content Marketing,Asia Pacific,19,Pro
CUST-01782,2024-01-13,Paid Ads,North America,7,Free
CUST-01783,2024-01-02,Paid Ads,Europe,18,Pro
