customer_id,month,plan,mrr,acquisition_channel
CUST-00303,2023-11-01,Business,49,Referral
CUST-00303,2023-12-01,Business,49,Referral
CUST-00303,2024-01-01,Business,49,Referral
CUST-00303,2024-02-01,Business,49,Referral
CUST-00303,2024-03-01,Business,49,Referral
CUST-00303,2024-04-01,Business,49,Referral
CUST-00303,2024-05-01,Business,49,Referral
CUST-00303,2024-06-01,Business,49,Referral
CUST-00303,2024-07-01,Business,49,Referral
CUST-00303,2024-08-01,Business,49,Referral
CUST-00303,2024-09-01,Business,49,Referral
CUST-00303,2024-10-01,Business,49,Referral
CUST-00303,2024-11-01,Business,49,Referral
CUST-00303,2024-12-01,Business,49,Referral
CUST-00304,2023-04-01,Free,0,Referral
CUST-00304,2023-05-01,Free,0,Referral
CUST-00304,2023-06-01,Free,0,Referral
CUST-00304,2023-07-01,Free,0,Referral
CUST-00304,2023-08-01,Free,0,Referral
CUST-00304,2023-09-01,Free,0,Referral
CUST-00304,2023-10-01,Free,0,Referral
CUST-00304,2023-11-01,Free,0,Referral
CUST-00304,2023-12-01,Free,0,Referral
CUST-00304,2024-01-01,Free,0,Referral
CUST-00304,2024-02-01,Free,0,Referral
CUST-00304,2024-03-01,Free,0,Referral
CUST-00304,2024-04-01,Free,0,Referral
CUST-00304,2024-05-01,Free,0,Referral
CUST-00304,2024-06-01,Free,0,Referral
CUST-00304,2024-07-01,Free,0,Referral
CUST-00304,2024-08-01,Free,0,Referral
CUST-00304,2024-09-01,Free,0,Referral
CUST-00304,2024-10-01,Free,0,Referral
CUST-00304,2024-11-01,Free,0,Referral
CUST-00304,2024-12-01,Free,0,Referral
CUST-00305,2023-04-01,Business,49,Referral
CUST-00305,2023-05-01,Business,49,Referral
CUST-00305,2023-06-01,Business,49,Referral
CUST-00305,2023-07-01,Business,49,Referral
CUST-00305,2023-08-01,Business,49,Referral
CUST-00305,2023-09-01,Business,49,Referral
CUST-00305,2023-10-01,Business,49,Referral
CUST-00305,2023-11-01,Business,49,Referral
CUST-00305,2023-12-01,Business,49,Referral
CUST-00305,2024-01-01,Business,49,Referral
CUST-00305,2024-02-01,Business,49,Referral
CUST-00305,2024-03-01,Business,49,Referral
CUST-00305,2024-04-01,Business,49,Referral
CUST-00305,2024-05-01,Business,49,Referral
CUST-00305,2024-06-01,Business,49,Referral
CUST-00305,2024-07-01,Business,49,Referral
CUST-00305,2024-08-01,Business,49,Referral
CUST-00305,2024-09-01,Business,49,Referral
CUST-00305,2024-10-01,Business,49,Referral
CUST-00305,2024-11-01,Business,49,Referral
CUST-00305,2024-12-01,Business,49,Referral
CUST-00306,2023-04-01,Free,0,Organic Search
CUST-00306,2023-05-01,Free,0,Organic Search
CUST-00306,2023-06-01,Pro,15,Organic Search
CUST-00306,2023-07-01,Business,49,Organic Search
CUST-00306,2023-08-01,Business,49,Organic Search
CUST-00306,2023-09-01,Business,49,Organic Search
CUST-00306,2023-10-01,Business,49,Organic Search
CUST-00306,2023-11-01,Business,49,Organic Search
CUST-00306,2023-12-01,Business,49,Organic Search
CUST-00306,2024-01-01,Business,49,Organic Search
CUST-00306,2024-02-01,Business,49,Organic Search
CUST-00306,2024-03-01,Business,49,Organic Search
CUST-00306,2024-04-01,Business,49,Organic Search
CUST-00306,2024-05-01,Business,49,Organic Search
CUST-00306,2024-06-01,Business,49,Organic Search
CUST-00306,2024-07-01,Business,49,Organic Search
CUST-00306,2024-08-01,Business,49,Organic Search
CUST-00306,2024-09-01,Business,49,Organic Search
CUST-00306,2024-10-01,Business,49,Organic Search
CUST-00306,2024-11-01,Business,49,Organic Search
CUST-00306,2024-12-01,Business,49,Organic Search
CUST-00307,2023-04-01,Pro,15,Organic Search
CUST-00307,2023-05-01,Pro,15,Organic Search
CUST-00307,2023-06-01,Pro,15,Organic Search
CUST-00307,2023-07-01,Pro,15,Organic Search
CUST-00307,2023-08-01,Pro,15,Organic Search
CUST-00307,2023-09-01,Pro,15,Organic Search
CUST-00307,2023-10-01,Pro,15,Organic Search
CUST-00307,2023-11-01,Pro,15,Organic Search
CUST-00307,2023-12-01,Pro,15,Organic Search
CUST-00307,2024-01-01,Pro,15,Organic Search
CUST-00307,2024-02-01,Pro,15,Organic Search
CUST-00307,2024-03-01,Pro,15,Organic Search
CUST-00307,2024-04-01,Pro,15,Organic Search
CUST-00307,2024-05-01,Pro,15,Organic Search
CUST-00307,2024-06-01,Pro,15,Organic Search
CUST-00307,2024-07-01,Pro,15,Organic Search
CUST-00307,2024-08-01,Pro,15,Organic Search
CUST-00307,2024-09-01,Pro,15,Organic Search
CUST-00307,2024-10-01,Pro,15,Organic Search
CUST-00307,2024-11-01,Pro,15,Organic Search
CUST-00307,2024-12-01,Pro,15,Organic Search
CUST-00308,2023-04-01,Free,0,Organic Search
CUST-00308,2023-05-01,Free,0,Organic Search
CUST-00308,2023-06-01,Free,0,Organic Search
CUST-00308,2023-07-01,Free,0,Organic Search
CUST-00309,2023-04-01,Free,0,Content Marketing
CUST-00309,2023-05-01,Free,0,Content Marketing
CUST-00309,2023-06-01,Free,0,Content Marketing
CUST-00309,2023-07-01,Free,0,Content Marketing
CUST-00310,2023-04-01,Pro,15,Content Marketing
CUST-00310,2023-05-01,Pro,15,Content Marketing
CUST-00310,2023-06-01,Pro,15,Content Marketing
CUST-00310,2023-07-01,Pro,15,Content Marketing
CUST-00310,2023-08-01,Pro,15,Content Marketing
CUST-00310,2023-09-01,Business,49,Content Marketing
CUST-00310,2023-10-01,Business,49,Content Marketing
CUST-00310,2023-11-01,Business,49,Content Marketing
CUST-00310,2023-12-01,Business,49,Content Marketing
CUST-00310,2024-01-01,Business,49,Content Marketing
CUST-00310,2024-02-01,Business,49,Content Marketing
CUST-00310,2024-03-01,Business,49,Content Marketing
CUST-00310,2024-04-01,Business,49,Content Marketing
CUST-00310,2024-05-01,Business,49,Content Marketing
CUST-00310,2024-06-01,Business,49,Content Marketing
CUST-00310,2024-07-01,Business,49,Content Marketing
CUST-00310,2024-08-01,Business,49,Content Marketing
CUST-00310,2024-09-01,Business,49,Content Marketing
CUST-00310,2024-10-01,Business,49,Content Marketing
CUST-00310,2024-11-01,Business,49,Content Marketing
CUST-00310,2024-12-01,Business,49,Content Marketing
CUST-00311,2023-04-01,Free,0,Organic Search
CUST-00311,2023-05-01,Free,0,Organic Search
CUST-00311,2023-06-01,Free,0,Organic Search
CUST-00311,2023-07-01,Free,0,Organic Search
CUST-00311,2023-08-01,Free,0,Organic Search
CUST-00311,2023-09-01,Free,0,Organic Search
CUST-00311,2023-10-01,Free,0,Organic Search
CUST-00312,2023-04-01,Business,49,Referral
CUST-00312,2023-05-01,Business,49,Referral
CUST-00312,2023-06-01,Business,49,Referral
CUST-00312,2023-07-01,Business,49,Referral
CUST-00312,2023-08-01,Business,49,Referral
CUST-00312,2023-09-01,Business,49,Referral
CUST-00312,2023-10-01,Business,49,Referral
CUST-00312,2023-11-01,Business,49,Referral
CUST-00312,2023-12-01,Pro,15,Referral
CUST-00312,2024-01-01,Pro,15,Referral
CUST-00312,2024-02-01,Pro,15,Referral
CUST-00312,2024-03-01,Pro,15,Referral
CUST-00312,2024-04-01,Pro,15,Referral
CUST-00312,2024-05-01,Pro,15,Referral
CUST-00312,2024-06-01,Pro,15,Referral
CUST-00312,2024-07-01,Pro,15,Referral
CUST-00312,2024-08-01,Pro,15,Referral
CUST-00313,2023-04-01,Free,0,Organic Search
CUST-00313,2023-05-01,Free,0,Organic Search
CUST-00313,2023-06-01,Free,0,Organic Search
CUST-00313,2023-07-01,Free,0,Organic Search
CUST-00313,2023-08-01,Free,0,Organic Search
CUST-00313,2023-09-01,Free,0,Organic Search
CUST-00313,2023-10-01,Free,0,Organic Search
CUST-00313,2023-11-01,Free,0,Organic Search
CUST-00313,2023-12-01,Free,0,Organic Search
CUST-00313,2024-01-01,Free,0,Organic Search
CUST-00313,2024-02-01,Free,0,Organic Search
CUST-00313,2024-03-01,Free,0,Organic Search
CUST-00313,2024-04-01,Free,0,Organic Search
CUST-00313,2024-05-01,Free,0,Organic Search
CUST-00313,2024-06-01,Free,0,Organic Search
CUST-00313,2024-07-01,Free,0,Organic Search
CUST-00313,2024-08-01,Free,0,Organic Search
CUST-00313,2024-09-01,Free,0,Organic Search
CUST-00313,2024-10-01,Free,0,Organic Search
CUST-00313,2024-11-01,Free,0,Organic Search
CUST-00313,2024-12-01,Free,0,Organic Search
CUST-00314,2023-04-01,Pro,15,Organic Search
CUST-00314,2023-05-01,Pro,15,Organic Search
CUST-00314,2023-06-01,Pro,15,Organic Search
CUST-00314,2023-07-01,Pro,15,Organic Search
CUST-00314,2023-08-01,Pro,15,Organic Search
CUST-00314,2023-09-01,Pro,15,Organic Search
CUST-00314,2023-10-01,Pro,15,Organic Search
CUST-00314,2023-11-01,Pro,15,Organic Search
CUST-00314,2023-12-01,Pro,15,Organic Search
CUST-00314,2024-01-01,Pro,15,Organic Search
CUST-00314,2024-02-01,Pro,15,Organic Search
CUST-00314,2024-03-01,Pro,15,Organic Search
CUST-00314,2024-04-01,Pro,15,Organic Search
CUST-00315,2023-04-01,Free,0,Organic Search
CUST-00315,2023-05-01,Pro,15,Organic Search
CUST-00315,2023-06-01,Pro,15,Organic Search
CUST-00315,2023-07-01,Pro,15,Organic Search
CUST-00315,2023-08-01,Pro,15,Organic Search
CUST-00315,2023-09-01,Pro,15,Organic Search
CUST-00315,2023-10-01,Pro,15,Organic Search
CUST-00315,2023-11-01,Pro,15,Organic Search
CUST-00315,2023-12-01,Pro,15,Organic Search
CUST-00316,2023-04-01,Free,0,Organic Search
CUST-00316,2023-05-01,Free,0,Organic Search
CUST-00316,2023-06-01,Free,0,Organic Search
CUST-00316,2023-07-01,Free,0,Organic Search
CUST-00316,2023-08-01,Free,0,Organic Search
CUST-00317,2023-04-01,Pro,15,Referral
CUST-00317,2023-05-01,Pro,15,Referral
CUST-00317,2023-06-01,Pro,15,Referral
CUST-00317,2023-07-01,Pro,15,Referral
CUST-00317,2023-08-01,Pro,15,Referral
CUST-00317,2023-09-01,Pro,15,Referral
CUST-00317,2023-10-01,Pro,15,Referral
CUST-00317,2023-11-01,Pro,15,Referral
CUST-00317,2023-12-01,Pro,15,Referral
CUST-00317,2024-01-01,Pro,15,Referral
CUST-00317,2024-02-01,Pro,15,Referral
CUST-00317,2024-03-01,Pro,15,Referral
CUST-00317,2024-04-01,Pro,15,Referral
CUST-00317,2024-05-01,Pro,15,Referral
CUST-00317,2024-06-01,Pro,15,Referral
CUST-00317,2024-07-01,Pro,15,Referral
CUST-00317,2024-08-01,Pro,15,Referral
CUST-00317,2024-09-01,Pro,15,Referral
CUST-00317,2024-10-01,Pro,15,Referral
CUST-00317,2024-11-01,Pro,15,Referral
CUST-00317,2024-12-01,Pro,15,Referral
CUST-00318,2023-04-01,Pro,15,Content Marketing
CUST-00318,2023-05-01,Pro,15,Content Marketing
CUST-00318,2023-06-01,Pro,15,Content Marketing
CUST-00318,2023-07-01,Pro,15,Content Marketing
CUST-00318,2023-08-01,Pro,15,Content Marketing
CUST-00318,2023-09-01,Pro,15,Content Marketing
CUST-00319,2023-04-01,Business,49,Organic Search
CUST-00319,2023-05-01,Business,49,Organic Search
CUST-00319,2023-06-01,Business,49,Organic Search
CUST-00319,2023-07-01,Business,49,Organic Search
CUST-00319,2023-08-01,Business,49,Organic Search
CUST-00319,2023-09-01,Business,49,Organic Search
CUST-00319,2023-10-01,Business,49,Organic Search
CUST-00319,2023-11-01,Business,49,Organic Search
CUST-00319,2023-12-01,Business,49,Organic Search
CUST-00319,2024-01-01,Business,49,Organic Search
CUST-00319,2024-02-01,Business,49,Organic Search
CUST-00319,2024-03-01,Business,49,Organic Search
CUST-00319,2024-04-01,Business,49,Organic Search
CUST-00319,2024-05-01,Business,49,Organic Search
CUST-00319,2024-06-01,Business,49,Organic Search
CUST-00319,2024-07-01,Business,49,Organic Search
CUST-00319,2024-08-01,Business,49,Organic Search
CUST-00319,2024-09-01,Business,49,Organic Search
CUST-00319,2024-10-01,Business,49,Organic Search
CUST-00319,2024-11-01,Business,49,Organic Search
CUST-00319,2024-12-01,Business,49,Organic Search
CUST-00320,2023-04-01,Free,0,Paid Ads
CUST-00320,2023-05-01,Free,0,Paid Ads
CUST-00321,2023-04-01,Business,49,Referral
CUST-00322,2023-04-01,Pro,15,Outbound Sales
CUST-00322,2023-05-01,Pro,15,Outbound Sales
CUST-00322,2023-06-01,Free,0,Outbound Sales
CUST-00322,2023-07-01,Free,0,Outbound Sales
CUST-00322,2023-08-01,Free,0,Outbound Sales
CUST-00322,2023-09-01,Free,0,Outbound Sales
CUST-00322,2023-10-01,Free,0,Outbound Sales
CUST-00322,2023-11-01,Free,0,Outbound Sales
CUST-00322,2023-12-01,Free,0,Outbound Sales
CUST-00322,2024-01-01,Free,0,Outbound Sales
CUST-00322,2024-02-01,Free,0,Outbound Sales
CUST-00322,2024-03-01,Free,0,Outbound Sales
CUST-00322,2024-04-01,Free,0,Outbound Sales
CUST-00322,2024-05-01,Free,0,Outbound Sales
CUST-00322,2024-06-01,Free,0,Outbound Sales
CUST-00322,2024-07-01,Free,0,Outbound Sales
CUST-00323,2023-04-01,Free,0,Paid Ads
CUST-00323,2023-05-01,Free,0,Paid Ads
CUST-00323,2023-06-01,Free,0,Paid Ads
CUST-00323,2023-07-01,Free,0,Paid Ads
CUST-00324,2023-04-01,Pro,15,Organic Search
CUST-00324,2023-05-01,Pro,15,Organic Search
CUST-00324,2023-06-01,Pro,15,Organic Search
CUST-00324,2023-07-01,Pro,15,Organic Search
CUST-00324,2023-08-01,Pro,15,Organic Search
CUST-00324,2023-09-01,Pro,15,Organic Search
CUST-00324,2023-10-01,Pro,15,Organic Search
CUST-00324,2023-11-01,Pro,15,Organic Search
CUST-00324,2023-12-01,Pro,15,Organic Search
CUST-00324,2024-01-01,Pro,15,Organic Search
CUST-00325,2023-04-01,Pro,15,Referral
CUST-00325,2023-05-01,Pro,15,Referral
CUST-00325,2023-06-01,Pro,15,Referral
CUST-00325,2023-07-01,Business,49,Referral
CUST-00325,2023-08-01,Business,49,Referral
CUST-00325,2023-09-01,Business,49,Referral
CUST-00325,2023-10-01,Business,49,Referral
CUST-00325,2023-11-01,Business,49,Referral
CUST-00325,2023-12-01,Business,49,Referral
CUST-00325,2024-01-01,Business,49,Referral
CUST-00325,2024-02-01,Business,49,Referral
CUST-00325,2024-03-01,Business,49,Referral
CUST-00325,2024-04-01,Business,49,Referral
CUST-00325,2024-05-01,Business,49,Referral
CUST-00325,2024-06-01,Business,49,Referral
CUST-00325,2024-07-01,Business,49,Referral
CUST-00325,2024-08-01,Business,49,Referral
CUST-00325,2024-09-01,Enterprise,199,Referral
CUST-00325,2024-10-01,Enterprise,199,Referral
CUST-00325,2024-11-01,Enterprise,199,Referral
CUST-00325,2024-12-01,Enterprise,199,Referral
CUST-00326,2023-04-01,Free,0,Organic Search
CUST-00326,2023-05-01,Free,0,Organic Search
CUST-00327,2023-04-01,Business,49,Outbound Sales
CUST-00327,2023-05-01,Business,49,Outbound Sales
CUST-00327,2023-06-01,Business,49,Outbound Sales
CUST-00327,2023-07-01,Business,49,Outbound Sales
CUST-00327,2023-08-01,Business,49,Outbound Sales
CUST-00327,2023-09-01,Business,49,Outbound Sales
CUST-00327,2023-10-01,Business,49,Outbound Sales
CUST-00327,2023-11-01,Business,49,Outbound Sales
CUST-00327,2023-12-01,Business,49,Outbound Sales
CUST-00327,2024-01-01,Business,49,Outbound Sales
CUST-00327,2024-02-01,Business,49,Outbound Sales
CUST-00327,2024-03-01,Business,49,Outbound Sales
CUST-00327,2024-04-01,Business,49,Outbound Sales
CUST-00327,2024-05-01,Business,49,Outbound Sales
CUST-00327,2024-06-01,Business,49,Outbound Sales
CUST-00327,2024-07-01,Business,49,Outbound Sales
CUST-00327,2024-08-01,Business,49,Outbound Sales
CUST-00327,2024-09-01,Business,49,Outbound Sales
CUST-00327,2024-10-01,Business,49,Outbound Sales
CUST-00327,2024-11-01,Business,49,Outbound Sales
CUST-00327,2024-12-01,Business,49,Outbound Sales
CUST-00328,2023-04-01,Free,0,Paid Ads
CUST-00328,2023-05-01,Free,0,Paid Ads
CUST-00328,2023-06-01,Free,0,Paid Ads
CUST-00328,2023-07-01,Free,0,Paid Ads
CUST-00329,2023-04-01,Business,49,Referral
CUST-00329,2023-05-01,Business,49,Referral
CUST-00329,2023-06-01,Business,49,Referral
CUST-00329,2023-07-01,Business,49,Referral
CUST-00329,2023-08-01,Business,49,Referral
CUST-00330,2023-04-01,Pro,15,Organic Search
CUST-00330,2023-05-01,Business,49,Organic Search
CUST-00330,2023-06-01,Business,49,Organic Search
CUST-00331,2023-04-01,Pro,15,Paid Ads
CUST-00331,2023-05-01,Pro,15,Paid Ads
CUST-00332,2023-04-01,Business,49,Content Marketing
CUST-00332,2023-05-01,Business,49,Content Marketing
CUST-00332,2023-06-01,Business,49,Content Marketing
CUST-00332,2023-07-01,Business,49,Content Marketing
CUST-00332,2023-08-01,Business,49,Content Marketing
CUST-00332,2023-09-01,Business,49,Content Marketing
CUST-00332,2023-10-01,Business,49,Content Marketing
CUST-00332,2023-11-01,Business,49,Content Marketing
CUST-00332,2023-12-01,Business,49,Content Marketing
CUST-00332,2024-01-01,Business,49,Content Marketing
CUST-00332,2024-02-01,Business,49,Content Marketing
CUST-00332,2024-03-01,Business,49,Content Marketing
CUST-00332,2024-04-01,Business,49,Content Marketing
CUST-00332,2024-05-01,Business,49,Content Marketing
CUST-00332,2024-06-01,Business,49,Content Marketing
CUST-00332,2024-07-01,Business,49,Content Marketing
CUST-00332,2024-08-01,Business,49,Content Marketing
CUST-00332,2024-09-01,Business,49,Content Marketing
CUST-00332,2024-10-01,Business,49,Content Marketing
CUST-00332,2024-11-01,Business,49,Content Marketing
CUST-00332,2024-12-01,Business,49,Content Marketing
CUST-00333,2023-04-01,Free,0,Paid Ads
CUST-00333,2023-05-01,Free,0,Paid Ads
CUST-00334,2023-04-01,Pro,15,Paid Ads
CUST-00334,2023-05-01,Pro,15,Paid Ads
CUST-00334,2023-06-01,Pro,15,Paid Ads
CUST-00334,2023-07-01,Pro,15,Paid Ads
CUST-00334,2023-08-01,Pro,15,Paid Ads
CUST-00334,2023-09-01,Pro,15,Paid Ads
CUST-00334,2023-10-01,Pro,15,Paid Ads
CUST-00334,2023-11-01,Pro,15,Paid Ads
CUST-00334,2023-12-01,Pro,15,Paid Ads
CUST-00334,2024-01-01,Pro,15,Paid Ads
CUST-00334,2024-02-01,Pro,15,Paid Ads
CUST-00334,2024-03-01,Pro,15,Paid Ads
CUST-00334,2024-04-01,Pro,15,Paid Ads
CUST-00334,2024-05-01,Pro,15,Paid Ads
CUST-00334,2024-06-01,Pro,15,Paid Ads
CUST-00334,2024-07-01,Pro,15,Paid Ads
CUST-00334,2024-08-01,Pro,15,Paid Ads
CUST-00335,2023-04-01,Free,0,Content Marketing
CUST-00335,2023-05-01,Free,0,Content Marketing
CUST-00335,2023-06-01,Free,0,Content Marketing
CUST-00335,2023-07-01,Free,0,Content Marketing
CUST-00335,2023-08-01,Free,0,Content Marketing
CUST-00335,2023-09-01,Free,0,Content Marketing
CUST-00335,2023-10-01,Pro,15,Content Marketing
CUST-00335,2023-11-01,Pro,15,Content Marketing
CUST-00335,2023-12-01,Pro,15,Content Marketing
CUST-00335,2024-01-01,Pro,15,Content Marketing
CUST-00335,2024-02-01,Pro,15,Content Marketing
CUST-00335,2024-03-01,Pro,15,Content Marketing
CUST-00335,2024-04-01,Pro,15,Content Marketing
CUST-00335,2024-05-01,Pro,15,Content Marketing
CUST-00335,2024-06-01,Pro,15,Content Marketing
CUST-00335,2024-07-01,Pro,15,Content Marketing
CUST-00335,2024-08-01,Pro,15,Content Marketing
CUST-00335,2024-09-01,Business,49,Content Marketing
CUST-00335,2024-10-01,Business,49,Content Marketing
CUST-00335,2024-11-01,Business,49,Content Marketing
CUST-00335,2024-12-01,Business,49,Content Marketing
CUST-00336,2023-04-01,Pro,15,Content Marketing
CUST-00336,2023-05-01,Pro,15,Content Marketing
CUST-00336,2023-06-01,Pro,15,Content Marketing
CUST-00336,2023-07-01,Pro,15,Content Marketing
CUST-00336,2023-08-01,Pro,15,Content Marketing
CUST-00336,2023-09-01,Pro,15,Content Marketing
CUST-00336,2023-10-01,Pro,15,Content Marketing
CUST-00337,2023-04-01,Free,0,Organic Search
CUST-00337,2023-05-01,Free,0,Organic Search
CUST-00337,2023-06-01,Free,0,Organic Search
CUST-00337,2023-07-01,Free,0,Organic Search
CUST-00337,2023-08-01,Free,0,Organic Search
CUST-00337,2023-09-01,Free,0,Organic Search
CUST-00337,2023-10-01,Free,0,Organic Search
CUST-00337,2023-11-01,Free,0,Organic Search
CUST-00337,2023-12-01,Free,0,Organic Search
CUST-00337,2024-01-01,Free,0,Organic Search
CUST-00337,2024-02-01,Free,0,Organic Search
CUST-00337,2024-03-01,Free,0,Organic Search
CUST-00337,2024-04-01,Free,0,Organic Search
CUST-00337,2024-05-01,Free,0,Organic Search
CUST-00337,2024-06-01,Free,0,Organic Search
CUST-00337,2024-07-01,Free,0,Organic Search
CUST-00337,2024-08-01,Pro,15,Organic Search
CUST-00337,2024-09-01,Pro,15,Organic Search
CUST-00337,2024-10-01,Pro,15,Organic Search
CUST-00337,2024-11-01,Pro,15,Organic Search
CUST-00337,2024-12-01,Pro,15,Organic Search
CUST-00338,2023-04-01,Pro,15,Paid Ads
CUST-00338,2023-05-01,Pro,15,Paid Ads
CUST-00339,2023-04-01,Free,0,Paid Ads
CUST-00339,2023-05-01,Free,0,Paid Ads
CUST-00339,2023-06-01,Free,0,Paid Ads
CUST-00340,2023-04-01,Free,0,Referral
CUST-00340,2023-05-01,Free,0,Referral
CUST-00340,2023-06-01,Free,0,Referral
CUST-00340,2023-07-01,Free,0,Referral
CUST-00340,2023-08-01,Free,0,Referral
CUST-00340,2023-09-01,Free,0,Referral
CUST-00341,2023-04-01,Business,49,Organic Search
CUST-00341,2023-05-01,Business,49,Organic Search
CUST-00341,2023-06-01,Business,49,Organic Search
CUST-00341,2023-07-01,Business,49,Organic Search
CUST-00341,2023-08-01,Business,49,Organic Search
CUST-00341,2023-09-01,Business,49,Organic Search
CUST-00341,2023-10-01,Business,49,Organic Search
CUST-00341,2023-11-01,Business,49,Organic Search
CUST-00341,2023-12-01,Business,49,Organic Search
CUST-00341,2024-01-01,Business,49,Organic Search
CUST-00341,2024-02-01,Business,49,Organic Search
CUST-00342,2023-04-01,Business,49,Organic Search
CUST-00342,2023-05-01,Business,49,Organic Search
CUST-00342,2023-06-01,Business,49,Organic Search
CUST-00342,2023-07-01,Business,49,Organic Search
CUST-00342,2023-08-01,Business,49,Organic Search
CUST-00342,2023-09-01,Business,49,Organic Search
CUST-00342,2023-10-01,Business,49,Organic Search
CUST-00342,2023-11-01,Business,49,Organic Search
CUST-00342,2023-12-01,Business,49,Organic Search
CUST-00342,2024-01-01,Business,49,Organic Search
CUST-00342,2024-02-01,Business,49,Organic Search
CUST-00342,2024-03-01,Business,49,Organic Search
CUST-00343,2023-04-01,Pro,15,Content Marketing
CUST-00343,2023-05-01,Pro,15,Content Marketing
CUST-00343,2023-06-01,Pro,15,Content Marketing
CUST-00343,2023-07-01,Pro,15,Content Marketing
CUST-00343,2023-08-01,Pro,15,Content Marketing
CUST-00343,2023-09-01,Pro,15,Content Marketing
CUST-00344,2023-04-01,Free,0,Content Marketing
CUST-00344,2023-05-01,Free,0,Content Marketing
CUST-00345,2023-04-01,Business,49,Content Marketing
CUST-00345,2023-05-01,Business,49,Content Marketing
CUST-00345,2023-06-01,Business,49,Content Marketing
CUST-00345,2023-07-01,Business,49,Content Marketing
CUST-00345,2023-08-01,Business,49,Content Marketing
CUST-00345,2023-09-01,Business,49,Content Marketing
CUST-00345,2023-10-01,Business,49,Content Marketing
CUST-00345,2023-11-01,Business,49,Content Marketing
CUST-00345,2023-12-01,Business,49,Content Marketing
CUST-00345,2024-01-01,Business,49,Content Marketing
CUST-00345,2024-02-01,Business,49,Content Marketing
CUST-00345,2024-03-01,Business,49,Content Marketing
CUST-00345,2024-04-01,Business,49,Content Marketing
CUST-00345,2024-05-01,Business,49,Content Marketing
CUST-00345,2024-06-01,Business,49,Content Marketing
CUST-00345,2024-07-01,Business,49,Content Marketing
CUST-00345,2024-08-01,Business,49,Content Marketing
CUST-00345,2024-09-01,Business,49,Content Marketing
CUST-00345,2024-10-01,Business,49,Content Marketing
CUST-00345,2024-11-01,Business,49,Content Marketing
CUST-00345,2024-12-01,Business,49,Content Marketing
CUST-00346,2023-04-01,Enterprise,199,Outbound Sales
CUST-00346,2023-05-01,Enterprise,199,Outbound Sales
CUST-00346,2023-06-01,Enterprise,199,Outbound Sales
CUST-00346,2023-07-01,Enterprise,199,Outbound Sales
CUST-00346,2023-08-01,Enterprise,199,Outbound Sales
CUST-00346,2023-09-01,Enterprise,199,Outbound Sales
CUST-00346,2023-10-01,Enterprise,199,Outbound Sales
CUST-00346,2023-11-01,Enterprise,199,Outbound Sales
CUST-00346,2023-12-01,Enterprise,199,Outbound Sales
CUST-00346,2024-01-01,Enterprise,199,Outbound Sales
CUST-00346,2024-02-01,Enterprise,199,Outbound Sales
CUST-00346,2024-03-01,Enterprise,199,Outbound Sales
CUST-00346,2024-04-01,Enterprise,199,Outbound Sales
CUST-00346,2024-05-01,Enterprise,199,Outbound Sales
CUST-00346,2024-06-01,Enterprise,199,Outbound Sales
CUST-00346,2024-07-01,Enterprise,199,Outbound Sales
CUST-00346,2024-08-01,Enterprise,199,Outbound Sales
CUST-00346,2024-09-01,Enterprise,199,Outbound Sales
CUST-00346,2024-10-01,Enterprise,199,Outbound Sales
CUST-00346,2024-11-01,Enterprise,199,Outbound Sales
CUST-00346,2024-12-01,Enterprise,199,Outbound Sales
CUST-00347,2023-04-01,Free,0,Referral
CUST-00347,2023-05-01,Free,0,Referral
CUST-00347,2023-06-01,Free,0,Referral
CUST-00347,2023-07-01,Free,0,Referral
CUST-00348,2023-05-01,Free,0,Content Marketing
CUST-00348,2023-06-01,Free,0,Content Marketing
CUST-00348,2023-07-01,Free,0,Content Marketing
CUST-00348,2023-08-01,Free,0,Content Marketing
CUST-00348,2023-09-01,Free,0,Content Marketing
CUST-00348,2023-10-01,Free,0,Content Marketing
CUST-00348,2023-11-01,Free,0,Content Marketing
CUST-00348,2023-12-01,Free,0,Content Marketing
CUST-00348,2024-01-01,Free,0,Content Marketing
CUST-00348,2024-02-01,Free,0,Content Marketing
CUST-00348,2024-03-01,Free,0,Content Marketing
CUST-00349,2023-05-01,Pro,15,Organic Search
CUST-00349,2023-06-01,Pro,15,Organic Search
CUST-00349,2023-07-01,Pro,15,Organic Search
CUST-00349,2023-08-01,Pro,15,Organic Search
CUST-00349,2023-09-01,Pro,15,Organic Search
CUST-00349,2023-10-01,Pro,15,Organic Search
CUST-00349,2023-11-01,Pro,15,Organic Search
CUST-00349,2023-12-01,Pro,15,Organic Search
CUST-00350,2023-05-01,Free,0,Paid Ads
CUST-00350,2023-06-01,Free,0,Paid Ads
CUST-00351,2023-05-01,Pro,15,Content Marketing
CUST-00351,2023-06-01,Pro,15,Content Marketing
CUST-00351,2023-07-01,Pro,15,Content Marketing
CUST-00351,2023-08-01,Pro,15,Content Marketing
CUST-00351,2023-09-01,Pro,15,Content Marketing
CUST-00351,2023-10-01,Pro,15,Content Marketing
CUST-00351,2023-11-01,Pro,15,Content Marketing
CUST-00351,2023-12-01,Pro,15,Content Marketing
CUST-00351,2024-01-01,Pro,15,Content Marketing
CUST-00351,2024-02-01,Pro,15,Content Marketing
CUST-00351,2024-03-01,Pro,15,Content Marketing
CUST-00351,2024-04-01,Pro,15,Content Marketing
